,IDfg,Name,Age,G,IP,WAR,name_last,name_first,key_bbref,mlb_played_first,2023,shortName,2024,S2,2024Est,Selectable,Position_Starter,Position_Reliever
0,16149,Aaron Nola,28,32,205.0,6.3,nola,aaron,nolaaa01,2015.0,16250000.0,Philadelphia,FA,False,0.0,True,True,False
1,16137,Carlos Rodon,28,31,178.0,6.2,rodón,carlos,rodonca01,2015.0,22833333.0,NY Yankees,$27.833,False,27833000.0,True,True,False
2,8700,Justin Verlander,38,28,175.0,6.0,verlander,justin,verlaju01,2005.0,43333333.0,NY Mets,$43.333,False,43333000.0,True,True,False
3,18684,Sandy Alcantara,25,32,228.2,5.8,alcántara,sandy,alcansa01,2017.0,6300000.0,Miami,$9.300,False,9300000.0,True,True,False
4,14107,Kevin Gausman,30,31,174.2,5.7,gausman,kevin,gausmke01,2013.0,21000000.0,Toronto,$24.000,False,24000000.0,True,True,False
5,19755,Shohei Ohtani,26,28,166.0,5.6,ohtani,shohei,ohtansh01,2018.0,30000000.0,LA Angels,FA,False,0.0,True,True,False
6,13743,Max Fried,27,30,185.1,5.0,fried,max,friedma01,2017.0,13500000.0,Atlanta,A4,True,20120000.0,True,True,False
7,27498,Spencer Strider,22,31,131.2,4.9,strider,spencer,stridsp01,2021.0,1000000.0,Atlanta,$1.000,False,1000000.0,False,True,False
8,19427,Shane Bieber,26,31,200.0,4.8,bieber,shane,biebesh01,2018.0,10010000.0,Cleveland,A3,False,16752000.0,True,True,False
9,19361,Corbin Burnes,26,33,202.0,4.6,burnes,corbin,burneco01,2018.0,10010000.0,Milwaukee,A3,False,16083999.999999998,True,True,False
10,17295,Framber Valdez,27,31,201.1,4.4,valdez,framber,valdefr01,2018.0,6800000.0,Houston,A3,True,13788000.000000002,True,True,False
11,18525,Dylan Cease,25,32,184.0,4.4,cease,dylan,ceasedy01,2019.0,5700000.0,Chi White Sox,A2,False,11060000.000000002,True,True,False
12,3137,Max Scherzer,36,23,145.1,4.4,scherzer,max,scherma01,2008.0,43333333.0,NY Mets,$43.333,False,43333000.0,True,True,False
13,17995,Logan Webb,24,32,192.1,4.2,webb,logan,webblo01,2019.0,4600000.0,San Francisco,A2,False,10590000.000000002,True,True,False
14,19291,Zac Gallen,25,31,184.0,4.2,gallen,zac,galleza01,2019.0,5600000.0,Arizona,A2,False,10590000.000000002,True,True,False
15,10310,Zack Wheeler,31,26,153.0,4.2,wheeler,zack,wheelza01,2013.0,24500000.0,Philadelphia,$23.500,False,23500000.0,True,True,False
16,26410,Alek Manoah,23,31,196.2,4.1,manoah,alek,manoaal01,2021.0,745650.0,Toronto,A1,True,5271000.0,False,True,False
17,13074,Yu Darvish,34,30,194.2,4.1,darvish,yu,darviyu01,2012.0,25000000.0,San Diego,$16.000,False,16000000.0,True,True,False
18,12880,Tyler Anderson,31,30,178.2,4.0,anderson,tyler,anderty01,2016.0,13000000.0,LA Angels,$13.000,False,13000000.0,True,True,False
19,11423,Jose Quintana,32,32,165.2,4.0,quintana,josé,quintjo01,2012.0,13000000.0,NY Mets,$13.000,False,13000000.0,True,True,False
20,2036,Clayton Kershaw,33,22,126.1,3.8,kershaw,clayton,kershcl01,2008.0,20000000.0,LA Dodgers,FA,False,0.0,True,True,False
21,6562,Alex Cobb,33,28,149.2,3.7,cobb,alex,cobbal01,2011.0,9000000.0,San Francisco,$2.000,False,2000000.0,True,True,False
22,19447,Patrick Sandoval,24,27,148.2,3.7,sandoval,patrick,sandopa02,2019.0,2750000.0,LA Angels,A2,True,8009000.000000001,True,True,False
23,16162,Brandon Woodruff,28,27,153.1,3.6,woodruff,brandon,woodrbr01,2017.0,10800000.0,Milwaukee,A4,True,14688000.0,True,True,False
24,17874,Nestor Cortes,26,28,158.1,3.6,cortés,néstor,cortene01,2018.0,3200000.0,NY Yankees,A2,False,9180000.0,True,True,False
25,13543,Blake Snell,28,24,128.0,3.6,snell,blake,snellbl01,2016.0,16600000.0,San Diego,FA,False,0.0,True,True,False
26,21483,Shane McClanahan,24,28,166.1,3.5,mcclanahan,shane,mcclash01,2021.0,737000.0,Tampa Bay,A1,True,4605000.0,False,True,False
27,18000,Triston McKenzie,23,31,191.1,3.4,mckenzie,triston,mckentr01,2020.0,739500.0,Cleveland,A1,False,5411999.999999999,False,True,False
28,12970,Joe Musgrove,28,30,181.0,3.4,musgrove,joe,musgrjo01,2016.0,20000000.0,San Diego,$20.000,False,20000000.0,True,True,False
29,13125,Gerrit Cole,30,33,200.2,3.3,cole,gerrit,colege01,2013.0,36000000.0,NY Yankees,$36.000,False,36000000.0,True,True,False
30,17606,Cristian Javier,24,30,148.2,3.3,javier,cristian,javiecr01,2020.0,3400000.0,Houston,$7.400,False,7400000.0,False,True,False
31,14765,Julio Urias,24,31,175.0,3.2,urías,julio,uriasju01,2016.0,14250000.0,LA Dodgers,FA,False,0.0,True,True,False
32,11156,Merrill Kelly,32,33,200.1,3.2,kelly,merrill,kellyme01,2019.0,8500000.0,Arizona,$8.500,False,8500000.0,True,True,False
33,22250,Logan Gilbert,24,32,185.2,3.1,gilbert,logan,gilbelo01,2021.0,767300.0,Seattle,A1,True,4161000.0000000005,False,True,False
34,13273,Ross Stripling,31,32,134.1,3.1,stripling,ross,stripro01,2016.0,12500000.0,San Francisco,$12.500,False,12500000.0,True,True,False
35,2429,Corey Kluber,35,31,164.0,3.0,kluber,corey,klubeco01,2011.0,10000000.0,Boston,opt,False,720000.0,True,True,False
36,17677,Jeffrey Springs,28,33,135.1,3.0,springs,jeffrey,sprinje01,2018.0,4000000.0,Tampa Bay,$5.250,False,5250000.0,True,True,False
37,25436,George Kirby,23,25,130.0,3.0,kirby,george,kirbyge01,2022.0,758300.0,Seattle,,False,0.0,False,True,False
38,14710,Edwin Diaz,27,61,62.0,3.0,díaz,edwin,diazed04,2016.0,18640000.0,NY Mets,$18.640,False,18640000.0,True,False,True
39,19665,Kyle Wright,25,30,180.1,2.9,wright,kyle,wrighky01,2018.0,750000.0,Atlanta,A1,False,4722000.0,True,True,False
40,2233,Adam Wainwright,39,32,191.2,2.9,wainwright,adam,wainwad01,2005.0,14521720.0,St. Louis,FA,False,0.0,True,True,False
41,25377,Brady Singer,24,27,153.1,2.9,singer,brady,singebr01,2020.0,2950000.0,Kansas City,A2,True,6433000.0,False,True,False
42,17085,Pablo Lopez,25,32,180.0,2.9,lópez,pablo,lopezpa01,2018.0,5450000.0,Minnesota,A3,False,10406000.0,True,True,False
43,22267,Tarik Skubal,24,21,117.2,2.9,skubal,tarik,skubata01,2020.0,743700.0,Detroit,A1,False,5911000.0,False,False,True
44,12304,Chris Bassitt,32,30,181.2,2.8,bassitt,chris,bassich01,2014.0,19000000.0,Toronto,$22.000,False,22000000.0,True,True,False
45,9803,Miles Mikolas,32,33,202.1,2.8,mikolas,miles,mikolmi01,2012.0,21666667.0,St. Louis,$17.667,False,17667000.0,True,True,False
46,19388,Tony Gonsolin,27,24,130.1,2.7,gonsolin,tony,gonsoto01,2019.0,3250000.0,LA Dodgers,$3.400,True,3400000.0,True,True,False
47,16511,Jordan Montgomery,28,32,178.1,2.7,montgomery,jordan,montgjo01,2017.0,10000000.0,St. Louis,FA,False,0.0,True,True,False
48,11836,Taijuan Walker,28,29,157.1,2.6,walker,taijuan,walketa01,2013.0,18000000.0,Philadelphia,$18.000,False,18000000.0,True,True,False
49,6632,Carlos Carrasco,34,29,152.0,2.5,carrasco,carlos,carraca01,2009.0,14000000.0,NY Mets,FA,False,0.0,True,True,False
50,16256,Kyle Freeland,28,31,174.2,2.5,freeland,kyle,freelky01,2017.0,10500000.0,Colorado,$15.000,False,15000000.0,True,True,False
51,6893,Johnny Cueto,35,25,158.1,2.5,cueto,johnny,cuetojo01,2008.0,6000000.0,Miami,$2.500,False,2500000.0,True,True,False
52,12768,Sonny Gray,31,24,119.2,2.4,gray,sonny,grayso01,2013.0,13100000.0,Minnesota,,False,0.0,True,True,False
53,11674,Jameson Taillon,29,32,177.1,2.3,taillon,jameson,taillja01,2016.0,14000000.0,Chi Cubs,$18.000,False,18000000.0,True,True,False
54,17277,Ranger Suarez,25,29,155.1,2.3,suárez,ranger,suarera01,2018.0,2950000.0,Philadelphia,A2,True,5251000.0,True,True,False
55,21032,Emmanuel Clase,23,77,72.2,2.3,clase,emmanuel,claseem01,2019.0,1900000.0,Cleveland,$2.900,False,2900000.0,True,False,True
56,11762,Noah Syndergaard,28,25,134.2,2.2,syndergaard,noah,syndeno01,2015.0,13000000.0,LA Dodgers,FA,False,0.0,True,True,False
57,17734,Evan Phillips,26,64,63.0,2.2,phillips,evan,phillev01,2018.0,1300000.0,LA Dodgers,A1,False,4658000.0,True,False,True
58,27468,Reid Detmers,21,25,129.0,2.2,detmers,reid,detmere01,2021.0,740000.0,LA Angels,,False,0.0,False,True,False
59,15816,Devin Williams,26,65,60.2,2.2,williams,devin,willide03,2019.0,3350000.0,Milwaukee,A2,False,9476000.0,True,False,True
60,10954,Jacob deGrom,33,11,64.1,2.2,degrom,jacob,degroja01,2014.0,30000000.0,Texas,$40.000,False,40000000.0,True,True,False
61,19959,Jesus Luzardo,23,18,100.1,2.2,luzardo,jesús,luzarje01,2019.0,2450000.0,Miami,A2,True,5054000.000000001,True,True,False
62,21390,Joe Ryan,25,27,147.0,2.1,ryan,joe,ryanjo04,2021.0,730250.0,Minnesota,,False,0.0,False,True,False
63,16358,Tyler Mahle,26,23,120.2,2.1,mahle,tyler,mahlety01,2017.0,7500000.0,Minnesota,FA,False,0.0,True,True,False
64,18655,A.J. Minter,27,75,70.0,2.1,minter,a. j.,minteaj01,2017.0,4287500.0,Atlanta,A4,True,16680000.0,True,False,True
65,17594,Mitch Keller,25,31,159.0,2.1,keller,mitch,kellemi03,2019.0,2437500.0,Pittsburgh,A2,False,5655000.000000001,True,True,False
66,19312,Cal Quantrill,26,32,186.1,2.0,quantrill,cal,quantca01,2019.0,5550000.0,Cleveland,A3,True,6660000.0,True,True,False
67,18138,Ryan Helsley,26,54,64.2,2.0,helsley,ryan,helslry01,2019.0,2150000.0,St. Louis,A2,False,8680000.0,True,False,True
68,16400,Reynaldo Lopez,27,61,65.1,2.0,lópez,reynaldo,lopezre01,2016.0,3625000.0,Chi White Sox,FA,False,0.0,True,False,True
69,13431,Marcus Stroman,30,25,138.2,2.0,stroman,marcus,stromma01,2014.0,25000000.0,Chi Cubs,$21.000,False,21000000.0,True,True,False
70,18679,Freddy Peralta,25,18,78.0,2.0,peralta,freddy,peralfr01,2018.0,3735000.0,Milwaukee,$5.735,False,5735000.0,True,True,False
71,10123,Kyle Gibson,33,31,167.2,1.9,gibson,kyle,gibsoky01,2013.0,10000000.0,Baltimore,FA,False,0.0,True,True,False
72,2520,Lance Lynn,34,21,121.2,1.9,lynn,lance,lynnla01,2011.0,18500000.0,Chi White Sox,$1.000,False,1000000.0,True,True,False
73,14916,Jon Gray,29,24,127.1,1.9,gray,jon,grayjo02,2015.0,15000000.0,Texas,$13.000,False,13000000.0,True,True,False
74,26378,Nick Lodolo,23,19,103.1,1.9,lodolo,nick,lodolni01,2022.0,730000.0,Cincinnati,,False,0.0,False,True,False
75,1943,Zack Greinke,37,26,137.0,1.9,greinke,zack,greinza01,2004.0,8500000.0,Kansas City,FA,False,0.0,True,True,False
76,17578,JT Brubaker,27,28,144.0,1.9,brubaker,jt,brubajt01,2020.0,2275000.0,Pittsburgh,A2,False,8281999.999999999,False,False,True
77,20373,Andres Munoz,22,64,65.0,1.9,muñoz,andrés,munozan01,2019.0,1687500.0,Seattle,$2.188,False,2188000.0,True,False,True
78,15474,Lucas Giolito,26,30,161.2,1.8,giolito,lucas,giolilu01,2016.0,10400000.0,Chi White Sox,FA,False,0.0,True,True,False
79,4806,Rich Hill,41,26,124.1,1.8,hill,rich,hillri01,2005.0,8000000.0,Pittsburgh,FA,False,0.0,True,True,False
80,7115,Daniel Bard,36,57,60.1,1.8,bard,daniel,bardda01,2009.0,9500000.0,Colorado,$9.500,False,9500000.0,True,False,True
81,20020,John Schreiber,27,64,65.0,1.8,schreiber,john,schrejo01,2019.0,750000.0,Boston,A1,False,3942000.0,True,False,True
82,11486,Robbie Ray,29,32,189.0,1.7,ray,robbie,rayro02,2014.0,21000000.0,Seattle,$23.000,False,23000000.0,True,True,False
83,19350,Dean Kremer,25,22,125.1,1.7,kremer,dean,kremede01,2020.0,731200.0,Baltimore,,False,0.0,False,True,False
84,13781,Alex Wood,30,26,130.2,1.7,wood,alex,woodal02,2013.0,12500000.0,San Francisco,FA,False,0.0,True,True,False
85,19932,Trevor Stephan,25,66,63.2,1.7,stephan,trevor,stephtr01,2021.0,1350000.0,Cleveland,$1.600,False,1600000.0,False,False,True
86,17780,Jose Alvarado,26,59,51.0,1.7,alvarado,josé,alvarjo03,2017.0,3466667.0,Philadelphia,$9.017,False,9017000.0,True,False,True
87,16587,Erik Swanson,27,57,53.2,1.7,swanson,erik,swanser01,2019.0,1250000.0,Toronto,A2,False,7486000.0,True,False,True
88,19911,Jose Suarez,23,22,109.0,1.6,suarez,josé,suarejo01,2019.0,750000.0,LA Angels,A1,False,2927999.9999999995,True,True,False
89,11804,Hector Neris,32,70,65.1,1.6,neris,héctor,nerishe01,2014.0,8000000.0,Houston,$1.000,False,1000000.0,True,False,True
90,16122,Jordan Romano,28,63,64.0,1.6,romano,jordan,romanjo03,2019.0,4537500.0,Toronto,A2,False,7088000.0,True,False,True
91,22182,Hunter Greene,21,24,125.2,1.6,greene,hunter,greenhu01,2022.0,730000.0,Cincinnati,,False,0.0,False,True,False
92,3548,Liam Hendriks,32,58,57.2,1.6,hendriks,liam,hendrli01,2011.0,14333333.0,Chi White Sox,$15.000,False,15000000.0,True,False,True
93,11847,Chris Martin,35,60,56.0,1.6,martin,chris,martich02,2014.0,8000000.0,Boston,$9.500,False,9500000.0,True,False,True
94,10078,Caleb Thielbar,34,67,59.1,1.6,thielbar,caleb,thielca01,2013.0,2400000.0,Minnesota,A4,True,12880000.0,True,False,True
95,17556,Jimmy Herget,27,49,69.0,1.6,herget,jimmy,hergeji01,2019.0,750000.0,LA Angels,A1,False,3584000.0000000005,True,False,True
96,14078,Michael Wacha,29,23,127.1,1.5,wacha,michael,wachami01,2013.0,7500000.0,San Diego,$6.500,False,6500000.0,True,True,False
97,15454,Nick Pivetta,28,33,179.2,1.5,pivetta,nick,pivetni01,2017.0,5350000.0,Boston,A3,False,5730000.0,True,True,False
98,20302,David Peterson,25,28,105.2,1.5,peterson,david,peterda01,2020.0,750000.0,NY Mets,A1,False,2790000.0,False,True,False
99,25007,Alex Vesia,25,63,54.1,1.5,vesia,alex,vesiaal01,2020.0,750000.0,LA Dodgers,A1,False,3405000.0,False,False,True
100,12760,Rafael Montero,30,71,68.1,1.5,montero,rafael,montera01,2014.0,11500000.0,Houston,$11.500,False,11500000.0,True,False,True
101,13339,Adrian Sampson,29,21,104.1,1.5,sampson,adrian,sampsad01,2016.0,1900000.0,Chi Cubs,A1,False,3405000.0,True,False,True
102,21844,Braxton Garrett,23,17,88.0,1.5,garrett,braxton,garrebr01,2020.0,732000.0,Miami,,False,0.0,False,False,True
103,21029,Jhoan Duran,23,57,67.2,1.5,durán,jhoan,duranjh01,2022.0,720000.0,Minnesota,,False,0.0,False,False,True
104,17130,Raisel Iglesias,31,67,62.0,1.5,iglesias,raisel,iglesra01,2015.0,16000000.0,Atlanta,$16.000,False,16000000.0,True,False,True
105,7593,Jordan Lyles,30,32,179.0,1.4,lyles,jordan,lylesjo01,2011.0,8500000.0,Kansas City,$8.500,False,8500000.0,True,True,False
106,19244,Cole Irvin,27,30,181.0,1.4,irvin,cole,irvinco01,2019.0,737600.0,Texas,,False,0.0,True,False,True
107,19244,Cole Irvin,27,30,181.0,1.4,irvin,cole,irvinco01,2019.0,737600.0,Texas,A1,False,2652000.0,True,True,False
108,19244,Cole Irvin,27,30,181.0,1.4,irvin,cole,irvinco01,2019.0,737600.0,Baltimore,,False,0.0,True,False,True
109,19244,Cole Irvin,27,30,181.0,1.4,irvin,cole,irvinco01,2019.0,737600.0,Baltimore,A1,False,2652000.0,True,True,False
110,15038,German Marquez,26,31,181.2,1.4,márquez,germán,marquge01,2016.0,15300000.0,Colorado,$2.500,False,2500000.0,True,True,False
111,15890,Luis Severino,27,19,102.0,1.4,severino,luis,severlu01,2015.0,15000000.0,NY Yankees,,False,0.0,True,True,False
112,1890,Matt Moore,32,63,74.0,1.4,moore,matt,moorema02,2011.0,7550000.0,LA Angels,FA,False,0.0,True,True,False
113,16609,Bryan Abreu,24,55,60.1,1.4,abreu,bryan,abreubr01,2019.0,745200.0,Houston,A1,False,3226000.0,True,False,True
114,20666,Felix Bautista,26,65,65.2,1.4,bautista,félix,bautife01,2022.0,731800.0,Baltimore,,False,0.0,False,False,True
115,20191,Garrett Whitlock,25,31,78.1,1.4,whitlock,garrett,whitlga01,2021.0,1250000.0,Boston,$3.500,False,3500000.0,False,True,False
116,7531,Collin McHugh,34,58,69.1,1.4,mchugh,collin,mchugco01,2012.0,5000000.0,Atlanta,$1.000,False,1000000.0,True,False,True
117,19569,David Bednar,26,45,51.2,1.4,bednar,david,bednada01,2019.0,745000.0,Pittsburgh,A1,False,3226000.0,True,False,True
118,7005,Ryan Pressly,32,50,48.1,1.4,pressly,ryan,pressry01,2013.0,14000000.0,Houston,$14.000,False,14000000.0,True,False,True
119,14986,Giovanny Gallegos,29,57,59.0,1.4,gallegos,giovanny,gallegi01,2017.0,4750000.0,St. Louis,$5.750,False,5750000.0,True,False,True
120,13774,Zach Eflin,27,20,75.2,1.4,eflin,zach,eflinza01,2016.0,11000000.0,Tampa Bay,$11.000,False,11000000.0,True,True,False
121,15488,Antonio Senzatela,26,19,92.1,1.4,senzatela,antonio,senzaan01,2017.0,7250000.0,Colorado,$12.000,False,12000000.0,True,True,False
122,11760,Drew Smyly,32,22,106.1,1.3,smyly,drew,smylydr01,2012.0,8000000.0,Chi Cubs,$8.500,False,8500000.0,True,True,False
123,13619,Jakob Junis,28,23,112.0,1.3,junis,jakob,junisja01,2017.0,2800000.0,San Francisco,FA,False,0.0,True,True,False
124,27552,Graham Ashcraft,23,19,105.0,1.3,ashcraft,graham,ashcrgr01,2022.0,722500.0,Cincinnati,,False,0.0,False,True,False
125,7982,Anthony Bass,33,73,70.1,1.3,bass,anthony,bassan01,2011.0,3000000.0,Toronto,FA,False,0.0,True,False,True
126,19804,Bryan Baker,26,66,69.2,1.3,baker,bryan,bakerbr01,2021.0,729000.0,Baltimore,,False,0.0,False,False,True
127,11861,Jason Adam,29,67,63.1,1.3,adam,jason,adamja01,2018.0,1775000.0,Tampa Bay,A2,True,4763000.0,True,False,True
128,23920,Brayan Bello,22,13,57.1,1.3,bello,brayan,bellobr01,2022.0,729500.0,Boston,,False,0.0,False,True,False
129,18384,Scott Effross,27,60,56.2,1.3,effross,scott,effrosc01,2021.0,742750.0,NY Yankees,,False,0.0,False,False,True
130,19225,Mitch White,26,25,99.0,1.3,white,mitch,whitemi03,2020.0,743000.0,Toronto,,False,0.0,False,False,True
131,21992,Camilo Doval,23,68,67.2,1.2,doval,camilo,dovalca01,2021.0,735000.0,San Francisco,,False,0.0,False,False,True
132,6397,Jake Odorizzi,31,22,106.1,1.2,odorizzi,jake,odorija01,2012.0,12500000.0,Texas,FA,False,0.0,True,True,False
133,19479,Aaron Civale,26,20,97.0,1.2,civale,aaron,civalaa01,2019.0,2600000.0,Cleveland,A2,False,3540000.0,True,True,False
134,17998,Pete Fairbanks,27,24,24.0,1.2,fairbanks,pete,fairbpe01,2019.0,3666666.0,Tampa Bay,$3.667,False,3667000.0,True,False,True
135,19316,Eric Lauer,26,29,158.2,1.1,lauer,eric,lauerer01,2018.0,5075000.0,Milwaukee,A3,False,4394000.0,True,True,False
136,19206,Dakota Hudson,26,27,139.2,1.1,hudson,dakota,hudsoda02,2018.0,2650000.0,St. Louis,A3,False,4394000.0,True,True,False
137,13649,Clay Holmes,28,62,63.2,1.1,holmes,clay,holmecl01,2018.0,3300000.0,NY Yankees,A3,False,6891000.000000001,True,False,True
138,1247,Adam Ottavino,35,66,65.2,1.1,ottavino,adam,ottavad01,2010.0,6647002.0,NY Mets,$6.075,False,6075000.0,True,False,True
139,19996,Dylan Lee,26,46,50.2,1.1,lee,dylan,leedy01,2021.0,730000.0,Atlanta,,False,0.0,False,False,True
140,3096,Kenley Jansen,33,65,64.0,1.1,jansen,kenley,janseke01,2010.0,16000000.0,Boston,$16.000,False,16000000.0,True,False,True
141,17282,Michael Kopech,25,25,119.1,1.1,kopech,michael,kopecmi01,2018.0,2050000.0,Chi White Sox,A2,False,3305000.0000000005,True,True,False
142,15423,Andrew Heaney,30,16,72.2,1.1,heaney,andrew,heanean01,2014.0,12000000.0,Texas,$13.000,False,13000000.0,True,True,False
143,14857,Joe Mantiply,30,69,60.0,1.1,mantiply,joe,mantijo01,2016.0,756000.0,Arizona,A1,False,2689000.0,True,False,True
144,18413,Jose Urquidy,26,29,164.1,1.0,urquidy,josé,urquijo01,2019.0,3025000.0,Houston,A2,False,3070000.0,True,True,False
145,14843,Michael Lorenzen,29,18,97.2,1.0,lorenzen,michael,lorenmi01,2015.0,8500000.0,Detroit,FA,False,0.0,True,True,False
146,15873,Sean Manaea,29,30,158.0,1.0,manaea,sean,manaese01,2016.0,12500000.0,San Francisco,$12.500,False,12500000.0,True,True,False
147,19614,Cionel Perez,25,66,57.2,1.0,pérez,cionel,perezci01,2018.0,732400.0,Baltimore,,False,0.0,True,False,False
148,19614,Cionel Perez,25,66,57.2,1.0,pérez,cionel,perezci01,2018.0,732400.0,Baltimore,A1,False,2510000.0,True,False,True
149,19614,Cionel Perez,25,66,57.2,1.0,pérez,cionel,perezci01,2018.0,732400.0,Detroit,,False,0.0,True,False,False
150,19614,Cionel Perez,25,66,57.2,1.0,pérez,cionel,perezci01,2018.0,732400.0,Detroit,A1,False,2510000.0,True,False,True
151,21132,Alexis Diaz,24,59,63.2,1.0,díaz,alexis,diazal03,2022.0,730000.0,Cincinnati,,False,0.0,False,False,True
152,17968,Brock Burke,24,52,82.1,1.0,burke,brock,burkebr01,2019.0,742840.0,Texas,A1,False,2510000.0,True,False,True
153,19249,Seranthony Dominguez,26,54,51.0,1.0,domínguez,seranthony,dominse01,2018.0,2500000.0,Philadelphia,$4.250,False,4250000.0,True,False,True
154,9132,Nathan Eovaldi,31,20,109.1,1.0,eovaldi,nathan,eovalna01,2011.0,17000000.0,Texas,$17.000,False,17000000.0,True,True,False
155,19374,Walker Buehler,26,12,65.0,1.0,buehler,walker,buehlwa01,2017.0,8025000.0,LA Dodgers,A4,True,8320000.0,True,False,True
156,12718,Adrian Houser,28,22,102.2,1.0,houser,adrian,housead01,2015.0,3600000.0,Milwaukee,A3,False,6330000.0,True,False,True
157,18325,Taylor Hearn,26,31,100.0,1.0,hearn,taylor,hearnta01,2019.0,1462500.0,Texas,A3,True,4700000.0,True,False,True
158,18403,Enyel De Los Santos,25,50,53.1,1.0,de los santos,enyel,delosen01,2018.0,750000.0,Cleveland,A1,False,2510000.0,True,False,True
159,15047,Austin Voth,29,41,101.2,1.0,voth,austin,vothau01,2018.0,1850000.0,Baltimore,opt,True,720000.0,True,False,True
160,16610,J.P. Feyereisen,28,22,24.1,1.0,feyereisen,j. p.,feyerjo01,2020.0,750000.0,LA Dodgers,A1,False,2510000.0,False,False,True
161,10657,Andrew Bellatti,29,59,54.1,1.0,bellatti,andrew,bellaan01,2015.0,859000.0,Philadelphia,,False,0.0,True,False,True
162,19409,Dane Dunning,26,29,153.1,1.0,dunning,dane,dunnida01,2020.0,742840.0,Texas,A1,False,2510000.0,False,False,True
163,13449,Taylor Rogers,30,66,64.1,1.0,rogers,taylor,rogerta01,2016.0,9000000.0,San Francisco,$12.000,False,12000000.0,True,False,True
164,18548,Sam Hentges,24,57,62.0,1.0,hentges,sam,hentgsa01,2021.0,730200.0,Cleveland,A1,True,2290000.0,False,False,True
165,20153,Nick Nelson,25,47,68.2,1.0,nelson,nick,nelsoni01,2020.0,745000.0,Philadelphia,A1,False,2510000.0,False,False,True
166,20151,James Karinchak,25,38,39.0,1.0,karinchak,james,karinja01,2019.0,1500000.0,Cleveland,A2,True,3830000.0,True,False,True
167,15507,Hunter Harvey,26,38,39.1,1.0,harvey,hunter,harvehu01,2019.0,870000.0,Washington,A2,False,4700000.0,True,False,True
168,14814,Buck Farmer,30,44,47.0,1.0,farmer,buck,farmebu01,2014.0,1725000.0,Cincinnati,FA,False,0.0,True,False,True
169,15288,Adam Cimber,30,77,70.2,0.9,cimber,adam,cimbead01,2018.0,3150000.0,Toronto,FA,False,0.0,True,False,True
170,14993,Scott Barlow,28,69,74.1,0.9,barlow,scott,barlosc01,2018.0,5300000.0,Kansas City,A3,False,5769000.0,True,False,True
171,20253,Griffin Jax,26,65,72.1,0.9,jax,griffin,jaxgr01,2021.0,733150.0,Minnesota,,False,0.0,False,False,True
172,20000,Tyler Wells,26,23,103.2,0.9,wells,tyler,wellsty01,2021.0,732400.0,Baltimore,A1,False,1962000.0,False,True,False
173,12777,John Brebbia,31,76,68.0,0.9,brebbia,john,brebbjo01,2017.0,2300000.0,San Francisco,FA,False,0.0,True,False,True
174,6655,Craig Kimbrel,33,63,60.0,0.9,kimbrel,craig,kimbrcr01,2010.0,10000000.0,Philadelphia,FA,False,0.0,True,False,True
175,22810,Roansy Contreras,21,21,95.0,0.9,contreras,roansy,contrro01,2021.0,725000.0,Pittsburgh,,False,0.0,False,True,False
176,16561,Austin Gomber,27,33,124.2,0.9,gomber,austin,gombeau01,2018.0,1650000.0,Colorado,A2,False,4302000.0,True,False,True
177,8337,Lucas Luetge,34,50,57.1,0.9,luetge,lucas,luetglu01,2012.0,1550000.0,Atlanta,A3,False,5769000.0,True,False,True
178,12095,Yimi Garcia,30,61,61.0,0.9,garcía,yimi,garciyi01,2014.0,5500000.0,Toronto,$1.000,False,1000000.0,True,False,True
179,14295,Wandy Peralta,29,56,56.1,0.9,peralta,wandy,peralwa01,2016.0,3350000.0,NY Yankees,FA,False,0.0,True,False,True
180,15947,Ryne Stanek,29,59,54.2,0.9,stanek,ryne,stanery01,2017.0,3600000.0,Houston,FA,False,0.0,True,False,True
181,12988,Andrew Chafin,31,64,57.1,0.9,chafin,andrew,chafian01,2014.0,5500000.0,Arizona,$0.750,False,750000.0,True,False,True
182,19493,Zach Jackson,26,54,48.0,0.9,jackson,zach,jacksza02,2022.0,725000.0,Oakland,,False,0.0,False,False,True
183,23550,Aaron Ashby,23,27,107.1,0.9,ashby,aaron,ashbyaa01,2021.0,1200000.0,Milwaukee,$1.450,False,1450000.0,False,False,True
184,18297,Tyler Kinley,30,25,24.0,0.9,kinley,tyler,kinlety01,2018.0,1200000.0,Colorado,$1.300,False,1300000.0,True,False,True
185,10061,Brooks Raley,33,60,53.2,0.9,raley,brooks,raleybr01,2012.0,4500000.0,NY Mets,$1.250,False,1250000.0,True,False,True
186,20099,Chris Paddack,25,5,22.1,0.9,paddack,chris,paddach01,2019.0,2500000.0,Minnesota,$2.525,False,2525000.0,True,True,False
187,14677,Duane Underwood Jr.,26,51,57.1,0.9,underwood,duane,underdu01,2018.0,1025000.0,Pittsburgh,A2,False,4302000.0,True,False,True
188,20422,Jovani Moran,24,31,40.2,0.9,morán,jovani,moranjo01,2021.0,726200.0,Minnesota,,False,0.0,False,False,True
189,19795,Keegan Thompson,26,29,115.0,0.8,thompson,keegan,thompke02,2021.0,740000.0,Chi Cubs,A1,True,1976000.0000000002,False,False,True
190,14739,Paul Blackburn,27,21,111.1,0.8,blackburn,paul,blackpa01,2017.0,1900000.0,Oakland,A2,False,2600000.0,True,True,False
