,IDfg,Name,Age,G,IP,WAR,name_last,name_first,key_bbref,mlb_played_first,2023,shortName,2024,S2,2024Est,Selectable,Position_Starter,Position_Reliever
420,25097,Garrett Hill,25,17,60.1,-0.2,hill,garrett,hillga02,2022.0,722300.0,Detroit,,False,0.0,False,False,True
421,19990,Bryse Wilson,23,25,115.2,-0.2,wilson,bryse,wilsobr02,2018.0,732600.0,Milwaukee,A1,False,720000.0,True,True,False
422,9073,Kirby Yates,34,9,7.0,-0.2,yates,kirby,yateski01,2014.0,6000000.0,Atlanta,$1.250,False,1250000.0,True,False,True
423,19695,Connor Seabold,25,5,18.1,-0.2,seabold,connor,seaboco01,2021.0,722000.0,Colorado,,False,0.0,False,False,True
424,20468,Huascar Ynoa,23,2,6.2,-0.2,ynoa,huascar,ynoahu01,2019.0,750000.0,Atlanta,A1,False,720000.0,True,False,True
425,23460,Brandon Hughes,25,57,57.2,-0.3,hughes,brandon,hughebr01,2022.0,728000.0,Chi Cubs,,False,0.0,False,False,True
426,21267,Jake Bird,25,38,47.2,-0.3,bird,jake,birdja01,2022.0,722000.0,Colorado,,False,0.0,False,False,True
427,17292,Javy Guerra,25,18,18.0,-0.3,guerra,javy,guerrja02,2018.0,724500.0,Milwaukee,A1,False,720000.0,True,False,True
428,19666,Jason Alexander,28,18,71.2,-0.3,alexander,jason,alexaja01,2022.0,732500.0,Milwaukee,,False,0.0,False,False,True
429,20116,Calvin Faucher,25,22,21.1,-0.3,faucher,calvin,fauchca01,2022.0,721500.0,Tampa Bay,,False,0.0,False,False,True
430,5114,Jeurys Familia,31,48,44.1,-0.3,familia,jeurys,familje01,2012.0,1500000.0,Oakland,FA,False,0.0,True,False,True
431,19871,Tucker Davidson,25,12,52.0,-0.3,davidson,tucker,davidtu01,2020.0,740000.0,LA Angels,,False,0.0,False,False,True
432,19179,Kirby Snead,26,46,44.2,-0.3,snead,kirby,sneadki01,2021.0,725000.0,Oakland,,False,0.0,False,False,True
433,10855,Chasen Shreve,30,25,26.1,-0.3,shreve,chasen,shrevch01,2014.0,1250000.0,Detroit,FA,False,0.0,True,False,True
434,21101,Dauri Moreta,25,35,38.1,-0.3,moreta,dauri,moretda01,2021.0,725000.0,Pittsburgh,,False,0.0,False,False,True
435,21065,Thomas Szapucki,25,11,15.0,-0.3,szapucki,thomas,szaputh01,2021.0,723750.0,San Francisco,,False,0.0,False,False,True
436,21761,Jose Marte,25,11,11.0,-0.3,marte,josé,martejo01,2021.0,730000.0,LA Angels,,False,0.0,False,False,True
437,24930,Ethan Roberts,23,9,7.2,-0.3,roberts,ethan,roberet01,2022.0,721000.0,Chi Cubs,,False,0.0,False,False,True
438,17783,Jake Brentz,26,8,5.1,-0.3,brentz,jake,brentja01,2021.0,850000.0,Kansas City,$1.050,False,1050000.0,False,False,True
439,25942,Andrew Nardi,22,13,14.2,-0.4,nardi,andrew,nardian01,2022.0,723000.0,Miami,,False,0.0,False,False,True
440,19278,Vladimir Gutierrez,25,10,36.2,-0.5,gutiérrez,vladimir,gutievl01,2021.0,730000.0,Cincinnati,A1,True,720000.0,False,False,True
441,5003,Jake Diekman,34,70,57.2,-0.6,diekman,jake,diekmja01,2012.0,3500000.0,Chi White Sox,$1.000,False,1000000.0,True,False,True
442,13424,Drew VerHagen,30,19,21.2,-0.6,verhagen,drew,verhadr01,2014.0,3000000.0,St. Louis,FA,False,0.0,True,False,True
443,25636,Hunter Gaddis,23,2,7.1,-0.6,gaddis,hunter,gaddihu01,2022.0,720100.0,Cleveland,,False,0.0,False,False,True
444,24580,Josiah Gray,23,28,148.2,-0.7,gray,josiah,grayjo03,2021.0,730000.0,Washington,,False,0.0,False,True,False
445,20633,Yusei Kikuchi,30,32,100.2,-0.7,kikuchi,yusei,kikucyu01,2019.0,10000000.0,Toronto,$10.000,False,10000000.0,True,True,False
446,23252,Spencer Howard,24,10,37.2,-0.7,howard,spencer,howarsp01,2020.0,733455.0,Texas,A1,False,720000.0,False,False,True
447,19268,Justin Dunn,25,7,31.0,-0.7,dunn,justin,dunnju01,2019.0,900000.0,Cincinnati,A2,False,720000.0,True,False,True
448,18694,Kolby Allard,23,10,21.0,-0.7,allard,kolby,allarko01,2018.0,750000.0,Atlanta,A1,False,720000.0,True,False,True
449,17490,Genesis Cabrera,24,39,44.2,-0.8,cabrera,génesis,cabrege01,2019.0,950000.0,St. Louis,A2,False,720000.0,True,False,True
450,16933,Elieser Hernandez,26,20,62.1,-0.9,hernández,elieser,hernael01,2018.0,1600000.0,NY Mets,A3,False,720000.0,True,False,True
451,6986,Ian Kennedy,36,57,50.1,-1.0,kennedy,ian,kenneia01,2007.0,2250000.0,Texas,FA,False,0.0,True,False,True
452,20132,Adam Oller,26,19,74.1,-1.1,oller,adam,ollerad01,2022.0,720000.0,Oakland,,False,0.0,False,False,True
