,name_last,name_first,key_mlbam,key_retro,key_bbref,key_fangraphs,mlb_played_first,mlb_played_last
546,cruz,nelson,112906,cruzn001,cruzne01,554,1997.0,2003.0
547,adrianza,ehire,501303,adrie001,adriaeh01,8418,2013.0,2023.0
548,ramirez,erasmo,285063,ramie001,ramirer01,1699,2003.0,2007.0
549,engel,adam,641553,engea001,engelad01,15082,2017.0,2023.0
550,reyes,alex,621052,reyea004,reyesal02,15015,2016.0,2021.0
551,cordero,franchy,614173,cordf003,cordefr02,14567,2017.0,2023.0
552,coulombe,danny,543056,could001,couloda01,13293,2014.0,2023.0
553,santana,dennis,642701,santd003,santade01,17878,2018.0,2023.0
554,chavis,michael,656308,chavm001,chavimi01,17321,2019.0,2023.0
555,law,derek,571882,law-d001,lawde01,13133,2016.0,2023.0
556,thornton,trent,663423,thort002,thorntr01,17948,2019.0,2023.0
557,wingenter,trey,622259,wingt001,wingetr01,17793,2018.0,2023.0
558,ríos,edwin,621458,riose001,riosed01,18316,2019.0,2023.0
559,thompson,ryan,657044,thomr007,thompry02,16647,2020.0,2023.0
560,mendick,danny,664901,mendd002,mendida01,18889,2019.0,2023.0
561,strider,spencer,675911,stris002,stridsp01,27498,2021.0,2023.0
562,vosler,jason,613564,voslj001,vosleja01,16686,2021.0,2023.0
563,hernández,jonathan,642546,hernj004,hernajo02,17464,2019.0,2023.0
564,vargas,ildemaro,545121,vargi001,vargail01,13324,2017.0,2023.0
565,cave,jake,595909,cavej001,caveja01,14477,2018.0,2023.0
566,cabrera,génesis,650893,cabrg001,cabrege01,17490,2019.0,2023.0
567,sosa,edmundo,624641,sosae001,sosaed01,17022,2018.0,2023.0
568,ruiz,josé,614179,ruizj001,ruizjo01,14552,2017.0,2023.0
569,arano,víctor,644364,aranv001,aranovi01,15915,2017.0,2022.0
570,bradley,jackie,598265,bradj001,bradlja02,12984,2013.0,2023.0
571,dunn,justin,643290,dunnj002,dunnju01,19268,2019.0,2022.0
572,bemboom,anthony,621532,bemba001,bemboan01,13854,2019.0,2023.0
573,anderson,nick,623433,anden001,anderni01,18337,2019.0,2023.0
574,harvey,hunter,640451,harvh001,harvehu01,15507,2019.0,2023.0
575,bellatti,andrew,571479,bella001,bellaan01,10657,2015.0,2023.0
576,wilson,justin,458677,wilsj004,wilsoju10,4301,2012.0,2022.0
577,chargois,j. t.,608638,charj001,chargjt01,13767,2016.0,2023.0
578,canning,griffin,656288,canng001,cannigr01,19867,2019.0,2023.0
579,chang,yu,644374,chany001,changyu01,14773,2019.0,2023.0
580,banda,anthony,607455,banda001,bandaan01,14706,2017.0,2023.0
581,leiter,mark,117653,leitm001,leitema01,1007501,1990.0,2001.0
582,brentz,jake,641394,brenj001,brentja01,17783,2021.0,2022.0
583,taylor,blake,642130,taylb004,taylobl01,16418,2020.0,2022.0
584,sulser,cole,642121,sulsc001,sulseco01,15256,2019.0,2023.0
585,de jong,chase,608328,dejoc001,dejonch01,15036,2017.0,2023.0
586,odor,rougned,596059,odorr001,odorro01,12282,2014.0,2023.0
587,morejón,adrián,670970,morea001,morejad01,20039,2019.0,2023.0
588,alcalá,jorge,660896,alcaj001,alcaljo01,19459,2019.0,2023.0
589,heuer,codi,676051,heuec001,heuerco01,23293,2020.0,2021.0
590,coonrod,sam,656322,coons001,coonrsa01,17264,2019.0,2023.0
591,curtiss,john,595928,curtj003,curtijo02,16128,2017.0,2023.0
592,motter,taylor,600301,mottt001,motteta01,12399,2016.0,2023.0
593,antone,tejay,622088,antot001,antonte01,16233,2020.0,2023.0
594,kirk,alejandro,672386,kirka001,kirkal01,22581,2020.0,2023.0
595,gilbert,logan,669302,gilbl002,gilbelo01,22250,2021.0,2023.0
596,garcia,luis,150193,garcl002,garcilu01,1004504,1999.0,1999.0
597,wisdom,patrick,621550,wisdp001,wisdopa01,13602,2018.0,2023.0
598,brigham,jeff,656257,brigj002,brighje01,16631,2018.0,2023.0
599,india,jonathan,663697,indij001,indiajo01,21523,2021.0,2023.0
600,vaughn,andrew,683734,vauga001,vaughan01,26197,2021.0,2023.0
601,raleigh,cal,663728,ralec001,raleica01,21534,2021.0,2023.0
602,kirby,george,669923,kirbg001,kirbyge01,25436,2022.0,2023.0
603,mantiply,joe,573009,mantj002,mantijo01,14857,2016.0,2023.0
604,peña,jeremy,665161,penaj004,penaje02,21636,2022.0,2023.0
605,mccormick,chas,676801,mccoc001,mccorch01,19599,2021.0,2023.0
606,rogers,trevor,669432,roget003,rogertr01,22286,2020.0,2023.0
607,allard,kolby,663465,allak001,allarko01,18694,2018.0,2023.0
608,peterson,david,656849,peted003,peterda01,20302,2020.0,2023.0
609,lux,gavin,666158,lux-g001,luxga01,19955,2019.0,2022.0
610,feyereisen,j. p.,656420,feyej001,feyerjo01,16610,2020.0,2022.0
611,vesia,alex,681911,vesia001,vesiaal01,25007,2020.0,2023.0
612,hilliard,sam,656541,hills005,hillisa01,17954,2019.0,2023.0
613,suarez,josé,660761,suarj001,suarejo01,19911,2019.0,2023.0
614,herget,jimmy,623474,hergj001,hergeji01,17556,2019.0,2023.0
615,tonkin,michael,543859,tonkm001,tonkimi01,10315,2013.0,2023.0
616,wright,kyle,657140,wrigk001,wrighky01,19665,2018.0,2023.0
617,quijada,josé,650671,quijj001,quijajo01,19200,2019.0,2023.0
618,crismatt,nabil,622503,crisn001,crismna01,17732,2020.0,2023.0
619,schreiber,john,670167,schrj001,schrejo01,20020,2019.0,2023.0
620,de los santos,enyel,660853,deloe001,delosen01,18403,2018.0,2023.0
621,ynoa,huascar,660623,ynoah001,ynoahu01,20468,2019.0,2022.0
622,viloria,meibrys,650619,vilom001,vilorme01,17109,2018.0,2023.0
623,zastryzny,rob,642239,zastr001,zastrro01,15094,2016.0,2023.0
624,chisholm,jazz,665862,chisj001,chishja01,20454,2020.0,2023.0
625,bohm,alec,664761,bohma001,bohmal01,21618,2020.0,2023.0
626,garcía,adolis,666969,garca005,garciad02,19287,2018.0,2023.0
627,ginkel,kevin,656464,ginkk001,ginkeke01,19876,2019.0,2023.0
628,witt,bobby,677951,wittb002,wittbo02,25764,2022.0,2023.0
629,heim,jonah,641680,heimj001,heimjo01,16930,2020.0,2023.0
630,manoah,alek,666201,manoa001,manoaal01,26410,2021.0,2023.0
631,abreu,bryan,650556,abreb002,abreubr01,16609,2019.0,2023.0
632,bednar,david,670280,bednd001,bednada01,19569,2019.0,2023.0
633,nelson,nick,656793,nelsn001,nelsoni01,20153,2020.0,2023.0
634,crowe,wil,640444,croww001,crowewi01,19800,2020.0,2023.0
635,alzolay,adbert,640470,alzoa001,alzolad01,17859,2019.0,2023.0
636,skubal,tarik,669373,skubt001,skubata01,22267,2020.0,2023.0
637,white,mitch,669952,whitm004,whitemi03,19225,2020.0,2023.0
638,dunning,dane,641540,dunnd001,dunnida01,19409,2020.0,2023.0
639,burke,brock,656271,burkb001,burkebr01,17968,2019.0,2023.0
640,effross,scott,664123,effrs001,effrosc01,18384,2021.0,2022.0
641,carlson,dylan,666185,carld002,carlsdy01,20126,2020.0,2023.0
642,pop,zach,647315,pop-z001,popza01,20185,2021.0,2023.0
643,cabrera,oswaldo,665828,cabro002,cabreos01,21707,2022.0,2023.0
644,jeffers,ryan,680777,jeffr002,jeffery01,24618,2020.0,2023.0
645,stubbs,garrett,596117,stubg001,stubbga01,18067,2019.0,2023.0
646,olivares,edward,658668,olive001,olivaed02,19698,2020.0,2023.0
647,schmidt,clarke,657376,schmc002,schmicl01,19899,2020.0,2023.0
648,haase,eric,606992,haase001,haaseer01,14111,2018.0,2023.0
649,pérez,carlos,542208,perec003,perezca02,10642,2015.0,2023.0
650,fraley,jake,641584,fralj001,fraleja01,19260,2019.0,2023.0
651,stephenson,tyler,663886,stept001,stephty01,17988,2020.0,2023.0
652,steele,justin,657006,steej002,steelju01,17312,2021.0,2023.0
653,bickford,phil,641360,bickp001,bickfph01,18519,2020.0,2023.0
654,thompson,keegan,624522,thomk002,thompke02,19795,2021.0,2023.0
655,houck,tanner,656557,houct001,houckta01,19879,2020.0,2023.0
656,rodriguez,chris,669735,rodrc002,rodrich01,22310,2021.0,2021.0
657,wantz,andrew,681806,wanta001,wantzan01,24933,2021.0,2023.0
658,detmers,reid,672282,detmr001,detmere01,27468,2021.0,2023.0
659,davidson,tucker,656353,davit005,davidtu01,19871,2020.0,2023.0
660,thaiss,matt,642136,thaim001,thaisma01,19318,2019.0,2023.0
661,marinaccio,ron,676760,marir001,marinro01,23488,2022.0,2023.0
662,woodford,jake,663765,woodj003,woodfja01,18674,2020.0,2023.0
663,mckenzie,triston,663474,mcket001,mckentr01,18000,2020.0,2023.0
664,okert,steven,595345,okers001,okertst01,13580,2016.0,2023.0
665,contreras,william,661388,contw002,contrwi02,20503,2020.0,2023.0
666,brogdon,connor,641401,brogc001,brogdco01,21205,2020.0,2023.0
667,abreu,albert,656061,abrea001,abreual01,17485,2020.0,2023.0
668,garcia,luis,150193,garcl002,garcilu01,1004504,1999.0,1999.0
669,perdomo,geraldo,672695,perdg001,perdoge01,22799,2021.0,2023.0
670,bender,anthony,669622,benda001,bendean01,19742,2021.0,2022.0
671,mountcastle,ryan,663624,mounr001,mountry01,18373,2020.0,2023.0
672,sánchez,jesús,133260,sancj001,sanchje01,1476,1998.0,2004.0
673,irvin,cole,608344,irvic001,irvinco01,19244,2019.0,2023.0
674,merryweather,julian,657240,merrj001,merryju01,16703,2020.0,2023.0
675,mcclanahan,shane,663556,mccls003,mcclash01,21483,2021.0,2023.0
676,rucker,michael,621074,ruckm001,ruckemi01,19454,2021.0,2023.0
677,otto,glenn,657248,ottog001,ottogl01,21366,2021.0,2023.0
678,puk,a. j.,640462,puk-a001,pukaj01,19343,2019.0,2023.0
679,de la cruz,bryan,650559,delab001,delacbr01,19600,2021.0,2023.0
680,kirilloff,alex,666135,kiria001,kirilal01,20325,2021.0,2023.0
681,mccarthy,jake,664983,mccaj003,mccarja02,21622,2021.0,2023.0
682,taylor,tyrone,621438,taylt002,tayloty01,13675,2019.0,2023.0
683,gordon,nick,624503,gordn001,gordoni01,16337,2021.0,2023.0
684,thomas,alek,677950,thoma004,thomaal01,23792,2022.0,2023.0
685,paredes,isaac,670623,parei001,paredis01,20036,2020.0,2023.0
686,joe,connor,656582,joe-c001,joeco01,16572,2019.0,2023.0
687,lambert,jimmy,669424,lambj003,lambeji01,19541,2020.0,2023.0
688,bart,joey,663698,bartj003,bartjo01,21524,2020.0,2023.0
689,oviedo,johan,670912,oviej001,oviedjo01,22487,2020.0,2023.0
690,gonzalez,luis,114935,gonzl001,gonzalu01,55,1990.0,2008.0
691,sheets,gavin,657757,sheeg001,sheetga01,19901,2021.0,2023.0
692,doval,camilo,666808,dovac001,dovalca01,21992,2021.0,2023.0
693,tapia,domingo,593619,tapid001,tapiado01,12178,2020.0,2023.0
694,urías,ramón,602104,uriar001,uriasra01,18795,2020.0,2023.0
695,mckinstry,zach,656716,mckiz001,mckinza01,19392,2020.0,2023.0
696,marsh,brandon,669016,marsb002,marshbr02,20202,2021.0,2023.0
697,stott,bryson,681082,stotb001,stottbr01,26294,2022.0,2023.0
698,mize,casey,663554,mizec001,mizeca01,20492,2020.0,2022.0
699,foster,matt,641582,fostm001,fostema01,19647,2020.0,2022.0
700,rutschman,adley,668939,rutsa001,rutscad01,26288,2022.0,2023.0
701,larnach,trevor,663616,larnt001,larnatr01,21501,2021.0,2023.0
702,howard,spencer,675921,howas003,howarsp01,23252,2020.0,2023.0
703,sborz,josh,622250,sborj002,sborzjo01,18323,2019.0,2023.0
704,taveras,leody,665750,tavel001,taverle01,18900,2020.0,2023.0
705,kieboom,carter,666198,kiebc001,kieboca01,19958,2019.0,2023.0
706,jax,griffin,643377,jax-g001,jaxgr01,20253,2021.0,2023.0
707,crochet,garrett,676979,crocg001,crochga01,27463,2020.0,2023.0
708,falter,bailey,663559,faltb001,falteba01,20070,2021.0,2023.0
709,wilson,bryse,669060,wilsb003,wilsobr02,19990,2018.0,2023.0
710,ridings,stephen,670050,ridis001,ridinst01,22358,2021.0,2021.0
711,alexander,jason,669920,alexj001,alexaja01,19666,2022.0,2022.0
712,pérez,cionel,672335,perec004,perezci01,19614,2018.0,2023.0
713,wells,tyler,669330,wellt003,wellsty01,20000,2021.0,2023.0
714,nootbaar,lars,663457,nootl001,nootbla01,21454,2021.0,2023.0
715,zavala,seby,664874,zavas001,zavalse01,18887,2019.0,2023.0
716,meyers,jake,676694,meyej002,meyerja02,20308,2021.0,2023.0
717,garrett,braxton,666129,garrb001,garrebr01,21844,2020.0,2023.0
718,bautista,félix,642585,bautf001,bautife01,20666,2022.0,2023.0
719,coleman,dylan,669395,coled003,colemdy01,22276,2021.0,2023.0
720,siri,josé,642350,sirij001,sirijo01,17452,2021.0,2023.0
721,celestino,gilberto,665482,celeg001,celesgi01,20233,2021.0,2022.0
722,kremer,dean,665152,kremd001,kremede01,19350,2020.0,2023.0
723,akin,keegan,669211,akink001,akinke01,19362,2020.0,2023.0
724,miller,owen,680911,millo002,milleow01,24655,2021.0,2023.0
725,cabrera,edward,665795,cabre003,cabreed02,21690,2021.0,2023.0
726,payamps,joel,606303,payaj001,payamjo01,14332,2019.0,2023.0
727,hernández,carlos,672578,hernc006,hernaca04,22713,2020.0,2023.0
728,lynch,daniel,663738,lyncd001,lynchda02,21537,2021.0,2023.0
729,ryan,joe,657746,ryanj002,ryanjo04,21390,2021.0,2023.0
730,hentges,sam,656529,hents001,hentgsa01,18548,2021.0,2023.0
731,martinez,seth,661527,marts003,martise01,21045,2021.0,2023.0
732,castillo,josé,620454,castj007,castijo03,17169,2018.0,2023.0
733,brown,seth,664913,brows003,brownse01,18171,2019.0,2023.0
734,daza,yonathan,602074,dazay001,dazayo01,15794,2019.0,2023.0
735,kaprielian,james,621076,kaprj001,kaprija01,18331,2020.0,2023.0
736,gutiérrez,vladimir,661269,gutiv001,gutievl01,19278,2021.0,2022.0
737,santillan,tony,663574,santt001,santito01,19926,2021.0,2023.0
738,rortvedt,ben,666163,rortb001,rortvbe01,20287,2021.0,2023.0
739,barrero,josé,676480,garcj007,garcijo02,23378,2020.0,2023.0
740,gibaut,ian,664139,gibai001,gibauia01,17871,2019.0,2023.0
741,gray,josiah,680686,grayj004,grayjo03,24580,2021.0,2023.0
742,kuhnel,joel,669270,kuhnj001,kuhnejo01,19995,2019.0,2023.0
743,overton,connor,656818,overc001,overtco01,18376,2021.0,2023.0
744,díaz,alexis,664747,diaza004,diazal03,21132,2022.0,2023.0
745,greene,hunter,668881,greeh001,greenhu01,22182,2022.0,2023.0
746,lodolo,nick,666157,lodon001,lodolni01,26378,2022.0,2023.0
747,nogosek,stephen,668665,nogos001,nogosst01,19545,2019.0,2023.0
748,lee,dylan,669276,lee-d005,leedy01,19996,2021.0,2023.0
749,fortes,nick,663743,fortn001,forteni01,21538,2021.0,2023.0
750,crawford,kutter,676710,crawk001,crawfku01,20531,2021.0,2023.0
751,marte,josé,665896,martj010,martejo01,21761,2021.0,2023.0
752,o'hoppe,logan,681351,ohopl001,ohopplo01,24729,2022.0,2023.0
753,daniel,davis,669721,danid001,danieda01,27582,2023.0,2023.0
754,nance,tommy,667297,nanct001,nanceto01,19178,2021.0,2022.0
755,bello,brayan,678394,bellb002,bellobr01,23920,2022.0,2023.0
756,kelenic,jarred,672284,kelej001,kelenja01,22558,2021.0,2023.0
757,manning,matt,666159,mannm001,mannima02,20369,2021.0,2023.0
758,baker,bryan,641329,bakeb001,bakerbr01,19804,2021.0,2023.0
759,nelson,kyle,669459,nelsk001,nelsoky01,20515,2020.0,2023.0
760,adams,riley,656180,adamr004,adamsri03,19864,2021.0,2023.0
761,naughton,packy,676050,naugp001,naughpa01,23292,2021.0,2023.0
762,pallante,andre,669467,palla001,pallaan01,26108,2022.0,2023.0
763,donovan,brendan,680977,donob001,donovbr01,24679,2022.0,2023.0
764,florial,estevan,664314,flore001,flories01,19151,2020.0,2023.0
765,martin,corbin,656686,martc009,martico02,19884,2019.0,2022.0
766,bradish,kyle,680694,bradk001,bradiky01,24586,2022.0,2023.0
767,hughes,brandon,676714,hughb002,hughebr01,23460,2022.0,2023.0
768,miranda,josé,669304,miraj002,miranjo01,20538,2022.0,2023.0
769,greene,riley,682985,greer003,greenri03,25976,2022.0,2023.0
770,walls,taylor,670764,wallt003,wallsta01,22458,2021.0,2023.0
771,weathers,ryan,677960,weatr001,weathry01,23796,2021.0,2023.0
772,isbel,kyle,664728,isbek001,isbelky01,21614,2021.0,2023.0
773,mills,wyatt,670090,millw002,millswy01,20010,2021.0,2022.0
774,kwan,steven,680757,kwans001,kwanst01,24610,2022.0,2023.0
775,vierling,matt,663837,vierm001,vierlma01,21558,2021.0,2023.0
776,lewis,royce,668904,lewir003,lewisro02,20437,2022.0,2023.0
777,smith,josh,605479,smitj006,smithjo08,13629,2019.0,2020.0
778,fleming,josh,676596,flemj001,flemijo01,20418,2020.0,2023.0
779,morgan,eli,669212,morge001,morgael01,20203,2021.0,2023.0
780,murfee,penn,682171,murfp001,murfepe01,25174,2022.0,2023.0
781,gorman,nolan,669357,gormn001,gormano01,22263,2022.0,2023.0
782,trammell,taylor,666211,tramt001,trammta01,19960,2021.0,2023.0
783,haggerty,sam,664059,haggs001,haggesa01,18054,2019.0,2023.0
784,maton,nick,665155,maton001,matonni01,21635,2021.0,2023.0
785,melendez,mj,669004,melem001,melenmj01,22197,2022.0,2023.0
786,wilson,steven,621051,wilss002,wilsost02,20353,2022.0,2023.0
787,strzelecki,peter,657265,strzp001,strzepe01,21367,2022.0,2023.0
788,foley,jason,671345,folej001,foleyja01,19531,2021.0,2023.0
789,morán,jovani,663558,moraj003,moranjo01,20422,2021.0,2023.0
790,rogers,jake,668670,rogej004,rogerja03,19452,2019.0,2023.0
791,sandlin,nick,680704,sandn001,sandlni01,20517,2021.0,2023.0
792,lange,alex,656638,langa001,langeal01,19883,2021.0,2023.0
793,cuas,josé,621016,cuasj001,cuasjo01,17701,2022.0,2023.0
794,mckenna,ryan,663630,mcker001,mckenry01,19928,2021.0,2023.0
795,brash,matt,666374,brasm001,brashma01,25756,2022.0,2023.0
796,winder,josh,680739,windj002,windejo01,24606,2022.0,2023.0
797,pasquantino,vinnie,686469,pasqv001,pasquvi01,27676,2022.0,2023.0
798,marte,yunior,628708,marty001,marteyu01,14416,2022.0,2023.0
799,festa,matt,670036,festm001,festama01,19330,2018.0,2023.0
800,cleavinger,garrett,664076,cleag001,cleavga01,17897,2020.0,2023.0
801,gilbreath,lucas,656458,gilbl001,gilbrlu01,21290,2021.0,2022.0
802,moll,sam,594580,molls001,mollsa01,14874,2017.0,2023.0
803,rooker,brent,667670,rookb001,rookebr01,19627,2020.0,2023.0
804,acevedo,domingo,642758,acevd001,acevedo01,17092,2021.0,2023.0
805,jiménez,dany,666204,jimed002,jimenda01,21170,2020.0,2023.0
806,snead,kirby,669912,sneak001,sneadki01,19179,2021.0,2023.0
807,jackson,zach,667427,jackz002,jacksza02,19493,2022.0,2023.0
808,lollis,ryan,489067,lollr001,lolliry01,6623,2015.0,2015.0
809,honeywell,brent,641703,honeb001,honeybr01,16466,2021.0,2023.0
810,kranick,max,668820,kranm001,kranima01,22175,2021.0,2022.0
811,holderman,colin,670059,holdc001,holdeco01,22361,2022.0,2023.0
812,castro,rodolfo,666801,castr006,castrro01,21987,2021.0,2023.0
813,moreta,dauri,664294,mored002,moretda01,21101,2021.0,2023.0
814,sánchez,cristopher,650911,sancc002,sanchcr01,20778,2021.0,2023.0
815,suwinski,jack,669261,suwij001,suwinja01,22244,2022.0,2023.0
816,smith-njigba,canaan,675986,smitc008,smithca05,23264,2022.0,2023.0
817,contreras,roansy,672710,contr001,contrro01,22810,2021.0,2023.0
818,thompson,zack,668868,thomz002,thompza02,25918,2022.0,2023.0
819,brown,hunter,686613,browh001,brownhu01,25880,2022.0,2023.0
820,bae,ji hwan,678225,bae-j001,baeji01,23818,2022.0,2023.0
821,guerra,javy,642770,guerj004,guerrja02,17292,2018.0,2023.0
822,hall,darick,669742,halld003,hallda02,19717,2022.0,2023.0
823,thompson,mason,666168,thomm005,thompma02,21850,2021.0,2023.0
824,brieske,beau,689225,brieb001,briesbe01,26079,2022.0,2023.0
825,thompson,bubba,669352,thomb003,thompbu01,22261,2022.0,2023.0
826,herrera,josé,645444,herrj003,herrejo04,17040,2022.0,2023.0
827,mitchell,garrett,669003,mitcg001,mitchga01,27555,2022.0,2023.0
828,abrams,cj,682928,abrac001,abramcj01,25768,2022.0,2023.0
829,duran,ezequiel,677649,durae002,duranez01,23733,2022.0,2023.0
830,ragans,cole,666142,ragac001,raganco01,21846,2022.0,2023.0
831,brazobán,huascar,623211,brazh001,brazohu01,6107,2022.0,2023.0
832,hummel,cooper,669450,hummc001,hummeco01,19458,2022.0,2023.0
833,villar,david,681584,villd001,villada01,24782,2022.0,2023.0
834,szapucki,thomas,663378,szapt001,szaputh01,21065,2021.0,2022.0
835,azocar,josé,640492,azocj001,azocajo01,18821,2022.0,2023.0
836,carpenter,kerry,681481,carpk001,carpeke01,25961,2022.0,2023.0
837,sands,cole,663485,sandc001,sandsco01,21461,2022.0,2023.0
838,baz,shane,669358,baz-s001,bazsh01,22264,2021.0,2022.0
839,jameson,drey,686753,jamed003,jamesdr01,26260,2022.0,2023.0
840,marchán,rafael,665561,marcr001,marchra01,21646,2020.0,2021.0
841,vasquez,andrew,607755,vasqa002,vasquan02,19482,2018.0,2023.0
842,kelly,zack,677161,kellz001,kellyza01,20349,2022.0,2023.0
843,casas,triston,671213,casat001,casastr01,22514,2022.0,2023.0
844,wentz,joey,666214,wentj001,wentzjo01,19962,2022.0,2023.0
845,gil,luis,661563,gil-l001,gillu01,21052,2021.0,2022.0
846,gore,mackenzie,669022,gorem001,gorema01,22201,2022.0,2023.0
847,meneses,joey,608841,menej001,menesjo01,14366,2022.0,2023.0
848,lowe,josh,666139,lowej002,lowejo01,19953,2021.0,2023.0
849,henderson,gunnar,683002,hendg002,hendegu01,26289,2022.0,2023.0
850,torkelson,spencer,679529,torks001,torkesp01,27465,2022.0,2023.0
851,nevin,tyler,663527,nevit001,nevinty01,17893,2021.0,2023.0
852,gonzalez,romy,663853,gonzr003,gonzaro01,21562,2021.0,2023.0
853,nardi,andrew,677053,narda001,nardian01,25942,2022.0,2023.0
854,massey,michael,686681,massm001,massemi02,27684,2022.0,2023.0
855,campusano,luis,669134,campl002,campulu01,22217,2020.0,2023.0
856,nelson,ryne,669194,nelsr003,nelsory01,26253,2022.0,2023.0
857,gonzález,oscar,660757,gonzo001,gonzaos01,20970,2022.0,2023.0
858,hensley,david,682073,hensd002,henslda01,25111,2022.0,2023.0
859,sanmartin,reiver,665665,sanmr001,sanmare01,19754,2021.0,2023.0
860,ashcraft,graham,668933,ashcg001,ashcrgr01,27552,2022.0,2023.0
861,fairchild,stuart,656413,fairs001,faircst01,20321,2021.0,2023.0
862,friedl,tj,670770,friet001,friedtj01,19522,2021.0,2023.0
863,moreno,gabriel,672515,moreg001,morenga01,22664,2022.0,2023.0
864,vargas,miguel,678246,vargm001,vargami01,20178,2022.0,2023.0
865,jackson,andre,656578,jacka003,jacksan01,21298,2021.0,2023.0
866,montes de oca,bryce,656755,montb001,montebr01,21319,2022.0,2022.0
867,guthrie,dalton,656495,guthd001,guthrda01,21293,2022.0,2023.0
868,grove,michael,675627,grovm001,grovemi01,23221,2022.0,2023.0
869,pepiot,ryan,686752,pepir001,pepiory01,26221,2022.0,2023.0
870,outman,james,681546,outmj002,outmaja01,24770,2022.0,2023.0
871,waters,drew,671221,wated001,waterdr01,20505,2022.0,2023.0
872,raley,luke,670042,ralel001,raleylu01,19354,2021.0,2023.0
873,hill,garrett,682051,hillg002,hillga02,25097,2022.0,2023.0
874,baumann,mike,657508,baumm001,baumami01,20206,2021.0,2023.0
875,eaton,nate,681987,eaton001,eatonna01,25055,2022.0,2023.0
876,stowers,kyle,669065,stowk001,stoweky01,26151,2022.0,2023.0
877,vavra,terrin,679631,vavrt001,vavrate01,24400,2022.0,2023.0
878,lawrence,justin,664875,lawrj002,lawreju01,17639,2021.0,2023.0
879,feltner,ryan,663372,feltr001,feltnry01,21446,2021.0,2023.0
880,serven,brian,661531,servb001,servebr01,19422,2022.0,2023.0
881,trejo,alan,676701,treja001,trejoal01,20056,2021.0,2023.0
882,bird,jake,656234,birdj001,birdja01,21267,2022.0,2023.0
883,montero,elehuris,660707,monte001,monteel01,20543,2022.0,2023.0
884,wong,connor,657136,wongc001,wongco01,19896,2021.0,2023.0
885,winckowski,josh,670174,wincj001,winckjo01,22387,2022.0,2023.0
886,ort,kaleb,672391,ort-k001,ortka01,20061,2021.0,2023.0
887,bouchard,sean,656248,boucs001,bouchse01,21270,2022.0,2023.0
888,seabold,connor,657756,seabc001,seaboco01,19695,2021.0,2023.0
889,tovar,ezequiel,678662,tovae001,tovarez01,24064,2022.0,2023.0
890,call,alex,669743,calla002,callal02,19296,2022.0,2023.0
891,mushinski,parker,656786,mushp001,mushipa01,21324,2022.0,2023.0
892,kreidler,ryan,668952,kreir001,kreidry01,25867,2022.0,2023.0
893,meyer,max,676974,meyem001,meyerma01,27474,2022.0,2022.0
894,faucher,calvin,676534,faucc001,fauchca01,20116,2022.0,2023.0
895,assad,javier,665871,assaj001,assadja01,21741,2022.0,2023.0
896,wesneski,hayden,669713,wesnh001,wesneha01,27581,2022.0,2023.0
897,jung,josh,673962,jungj001,jungjo01,26299,2022.0,2023.0
898,burleson,alec,676475,burla001,burleal01,27615,2022.0,2023.0
899,zerpa,angel,672582,zerpa001,zerpaan01,22717,2021.0,2023.0
900,gillaspie,logan,670810,gilll001,gillalo01,22461,2022.0,2023.0
901,blanco,ronel,669854,blanr001,blancro01,19407,2022.0,2023.0
902,roberts,ethan,681799,robee001,roberet01,24930,2022.0,2022.0
903,vargas,carlos,672841,vargc003,vargaca01,22915,2023.0,2023.0
904,henriquez,ronny,678692,henrr001,henriro01,24094,2022.0,2022.0
905,mastrobuoni,miles,670156,mastm001,mastrmi01,20017,2022.0,2023.0
906,rosario,eguy,666703,rosae002,rosareg01,19964,2022.0,2023.0
907,rodríguez,wilking,516853,rodrw003,rodriwi02,8801,2014.0,2014.0
908,diaz,yainer,673237,diazy004,diazya02,23003,2022.0,2023.0
909,morris,cody,663752,morrc001,morrico01,25388,2022.0,2023.0
910,cavalli,cade,676917,cavac001,cavalca01,27473,2022.0,2022.0
911,pineda,israel,672832,pinei001,pinedis01,22906,2022.0,2022.0
912,gaddis,hunter,683769,gaddh001,gaddihu01,25636,2022.0,2023.0
913,arias,gabriel,672356,ariag002,ariasga01,22563,2022.0,2023.0
914,brennan,will,686823,brenw002,brennwi02,25660,2022.0,2023.0
915,curry,xzavion,675540,currx001,curryxz01,25595,2022.0,2023.0
916,cordero,jimmy,622772,cordj001,cordeji01,15690,2018.0,2023.0
917,durán,jhoan,661395,duraj002,duranjh01,21029,2022.0,2023.0
918,oller,adam,670124,ollea001,ollerad01,20132,2022.0,2023.0
919,allen,nick,110139,allen101,allenni01,1000155,1914.0,1920.0
920,cruz,oneil,665833,cruzo001,cruzon01,21711,2021.0,2023.0
921,delay,jason,641511,delaj004,delayja01,19806,2022.0,2023.0
922,sears,jp,676664,searj001,searsjp01,23429,2022.0,2023.0
923,benson,will,666181,bensw001,bensowi01,21853,2022.0,2023.0
924,santos,gregory,666619,santg001,santogr01,21894,2021.0,2023.0
925,martinez,adrián,661309,marta006,martiad01,21023,2022.0,2023.0
926,langeliers,shea,669127,langs001,langesh01,25816,2022.0,2023.0
927,muller,kyle,666205,mullk001,mulleky01,20167,2021.0,2023.0
928,capel,conner,668843,capec001,capelco01,19983,2022.0,2023.0
929,cruz,fernando,518585,cruzf002,cruzfe01,7048,2022.0,2023.0
